Temp C: 21.0625, TempF: 69.9125
12/11/2025 2:03:41 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:03:41 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:03:42 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:03:43 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:03:44 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:03:45 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:03:46 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:03:47 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:03:47 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:03:48 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:03:49 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:03:50 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:03:51 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:03:53 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:03:54 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:03:55 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:03:56 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:03:56 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:03:57 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:03:58 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:03:59 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:00 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:00 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:01 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:02 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:03 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:04 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:05 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:05 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:06 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:07 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:08 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:09 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:10 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:11 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:12 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:13 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:13 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:14 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:15 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:16 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:17 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:18 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:19 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:20 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:21 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:21 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:22 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:23 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:24 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:25 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:25 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:26 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:27 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:28 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:29 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:30 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:31 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:32 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:33 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:33 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:34 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:35 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:36 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:37 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:38 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:39 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:40 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:41 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:42 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:43 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:44 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:44 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:45 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:46 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:47 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:48 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:49 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:50 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:50 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:51 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:52 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:53 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:54 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:55 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:56 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:56 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:57 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:58 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:04:59 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:00 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:01 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:02 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:02 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:03 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:04 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:05 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:06 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:07 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:08 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:09 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:10 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:10 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:11 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:12 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:13 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:14 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:15 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:16 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:17 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:18 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:18 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:19 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:20 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:21 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:22 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:23 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:24 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:25 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:26 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:27 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:27 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:28 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:29 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:30 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:31 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:32 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:33 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:34 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:35 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:35 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:36 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:37 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:38 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:39 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:05:40 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:05:41 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:05:41 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:05:42 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:05:43 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:05:44 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:05:45 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:05:46 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:05:47 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:05:47 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:05:48 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:05:49 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:05:50 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:51 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:52 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:54 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:55 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:56 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:57 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:58 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:58 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:05:59 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:06:00 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:06:01 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:02 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:03 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:04 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:05 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:06 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:06 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:06:07 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:06:08 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:06:09 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:06:10 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:06:11 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:06:13 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:14 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:15 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:15 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:16 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:17 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:06:18 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:06:19 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:06:20 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:06:21 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:06:22 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:06:22 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:06:24 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:06:24 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:06:25 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:06:26 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:06:27 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:06:28 PM, Temp C: 22.9375, TempF: 73.2875
12/11/2025 2:06:29 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:30 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:31 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:31 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:32 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:33 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:34 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:35 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:36 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:36 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:37 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:38 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:39 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:40 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:42 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:43 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:44 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:45 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:45 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:46 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:47 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:48 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:49 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:50 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:50 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:51 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:52 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:53 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:54 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:55 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:56 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:57 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:57 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:58 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:06:59 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:00 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:01 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:02 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:04 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:05 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:06 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:06 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:07 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:08 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:09 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:10 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:11 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:12 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:12 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:13 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:14 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:15 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:16 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:17 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:18 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:19 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:19 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:20 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:21 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:22 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:23 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:24 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:25 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:25 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:26 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:27 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:28 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:29 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:30 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:31 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:32 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:33 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:33 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:34 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:36 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:37 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:37 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:38 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:39 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:40 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:41 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:42 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:43 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:44 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:44 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:46 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:47 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:47 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:48 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:49 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:50 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:51 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:52 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:53 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:54 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:55 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:55 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:56 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:57 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:58 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:07:59 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:00 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:01 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:02 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:02 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:03 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:04 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:05 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:06 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:07 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:08 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:09 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:09 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:10 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:11 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:12 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:13 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:14 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:15 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:16 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:16 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:17 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:18 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:19 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:20 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:21 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:22 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:22 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:23 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:24 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:25 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:26 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:27 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:27 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:28 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:29 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:30 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:31 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:32 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:33 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:34 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:35 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:35 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:36 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:37 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:38 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:39 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:40 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:41 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:41 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:42 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:43 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:44 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:45 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:46 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:47 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:48 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:49 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:50 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:51 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:51 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:52 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:53 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:54 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:55 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:56 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:57 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:58 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:58 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:08:59 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:00 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:01 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:02 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:03 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:04 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:05 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:06 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:06 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:07 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:08 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:09 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:10 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:11 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:12 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:12 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:13 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:14 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:15 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:16 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:17 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:18 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:18 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:19 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:20 PM, Temp C: 22.875, TempF: 73.175
12/11/2025 2:09:23 PM, Temp C: 22.8125, TempF: 73.0625
12/11/2025 2:09:24 PM, Temp C: 22.8125, TempF: 73.0625
12/11/2025 2:09:24 PM, Temp C: 22.8125, TempF: 73.0625
12/11/2025 2:09:25 PM, Temp C: 22.8125, TempF: 73.0625
12/11/2025 2:09:26 PM, Temp C: 22.8125, TempF: 73.0625
12/11/2025 2:09:27 PM, Temp C: 22.8125, TempF: 73.0625
12/11/2025 2:09:28 PM, Temp C: 22.8125, TempF: 73.0625
